"employee_id","business_unit","department","job_level","manager_status","work_arrangement","location_region","hire_date","tenure_years","tenure_group","employment_end_date","survey_wave","survey_date","eligible","invited","response_probability","responded","eng_01","eng_02","eng_03","eng_04","mgr_01","mgr_02","mgr_03","mgr_04","psy_01","psy_02","psy_03","psy_04","grw_01","grw_02","grw_03","grw_04","wrk_01","wrk_02","wrk_03","wrk_04","blg_01","blg_02","blg_03","blg_04","its_01","its_02","ovl_01","valid_likert_items","item_completion_rate","usable_response","comment_01","engagement","manager_effectiveness","psychological_safety","growth_development","workload_sustainability","belonging","intent_to_stay"
"EMP0017","Client Operations","Customer Support","Manager","People Manager","On-site","Midwest",2020-12-12,4.84,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,2,4,2,4,2,4,2,5,NA,3,1,4,1,1,2,1,2,1,1,1,4,5,1,NA,4,3,2,25,0.925925925925926,TRUE,"More opportunities for professional development would improve my experience.",3,3.25,2.66666666666667,1.25,1.25,3.33333333333333,3.5
"EMP0018","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","South",2021-06-24,4.31,"3-5 years",2025-10-30,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,1,3,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,2,5,4,4,5,4,5,26,0.962962962962963,TRUE,"I would like more recognition for good work.",2.25,5,5,5,5,3.75,4.5
"EMP0022","Client Operations","Customer Support","Senior Professional","Individual Contributor","Hybrid","West",2015-03-05,10.61,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.6,TRUE,3,2,2,2,2,2,3,2,1,1,1,1,2,2,NA,2,5,NA,4,2,4,2,2,3,4,1,1,25,0.925925925925926,TRUE,"More opportunities to collaborate across teams would improve my experiences.",2.25,2.25,1,2,3.66666666666667,2.75,2.5
"EMP0023","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Northeast",2018-09-23,7.06,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,3,2,2,2,4,5,5,5,4,5,5,4,2,2,4,2,1,2,4,3,3,4,1,4,4,1,NA,26,0.962962962962963,TRUE,NA,2.25,4.75,4.5,2.5,2.5,3,2.5
"EMP0023","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Northeast",2018-09-23,7.06,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,4,5,5,4,2,3,4,2,4,1,5,5,5,5,4,4,5,4,3,4,2,2,4,4,5,4,4,27,1,TRUE,NA,4.5,2.75,3.75,4.5,4,3,4.5
"EMP0025","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","West",2018-06-24,7.31,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,5,1,2,5,4,5,5,5,3,2,5,1,2,1,4,3,1,2,5,5,1,5,3,3,1,5,4,27,1,TRUE,"More consistent feedback from managers would be helpful.",3.25,4.75,2.75,2.5,3.25,3,3
"EMP0026","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","South",2015-06-25,10.31,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,4,4,4,5,5,2,1,1,2,1,4,2,5,2,4,2,3,5,2,4,5,5,5,4,4,5,3,27,1,TRUE,"No major changes are needed at this time.",4.25,2.25,2.25,3.25,3.5,4.75,4.5
"EMP0026","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","South",2015-06-25,10.31,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,3,4,4,5,NA,5,1,4,4,3,1,4,3,4,3,2,4,5,4,3,5,5,5,5,4,4,4,26,0.962962962962963,TRUE,"No major changes are needed at this time.",4,3.33333333333333,3,3,4,5,4
"EMP0028","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","South",2018-12-18,6.83,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,4,3,4,2,3,NA,4,5,4,4,2,4,4,5,3,1,NA,1,3,1,5,5,5,5,5,2,2,25,0.925925925925926,TRUE,NA,3.25,4,3.5,3.25,1.66666666666667,5,3.5
"EMP0028","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","South",2018-12-18,6.83,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,5,5,5,5,4,2,3,4,4,4,3,4,5,2,2,4,3,3,2,3,4,5,5,5,5,4,5,27,1,TRUE,NA,5,3.25,3.75,3.25,2.75,4.75,4.5
"EMP0029","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2021-10-13,4.01,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,2,1,2,3,1,1,2,1,1,1,4,2,1,1,2,2,1,2,4,5,4,4,4,1,4,4,2,27,1,TRUE,"I would like more recognition for good work.",2,1.25,2,1.5,3,3.25,4
"EMP0030","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2021-07-15,4.25,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,4,5,5,1,2,4,4,3,1,3,3,1,3,2,1,1,4,5,4,4,2,3,3,3,3,NA,1,26,0.962962962962963,TRUE,NA,3.75,3.25,2,1.75,4.25,2.75,NA
"EMP0030","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2021-07-15,4.25,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,5,5,4,3,4,4,5,5,4,5,5,5,5,1,4,4,4,3,3,3,2,3,5,4,5,5,4,27,1,TRUE,"No major changes are needed at this time.",4.25,4.5,4.75,3.5,3.25,3.5,5
"EMP0032","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2006-10-02,19.04,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.52,TRUE,5,4,5,5,4,2,3,1,1,1,1,2,3,4,2,3,1,1,2,1,1,2,3,3,4,4,1,27,1,TRUE,"I would like more recognition for good work.",4.75,2.5,1.25,3,1.25,2.25,4
"EMP0034","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2025-02-05,0.69,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.49,TRUE,2,1,2,1,5,4,5,5,4,4,5,3,3,2,1,4,1,3,1,1,2,1,1,1,NA,2,1,26,0.962962962962963,TRUE,"Clearer communication about organizational priorities would be helpful.",1.5,4.75,4,2.5,1.5,1.25,NA
"EMP0035","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","South",2021-02-10,4.68,"3-5 years",2026-04-30,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,3,3,2,4,2,5,5,2,5,5,3,4,5,5,5,5,1,1,1,1,4,NA,4,3,4,4,5,26,0.962962962962963,TRUE,"More opportunities to collaborate across teams would improve my experiences.",3,3.5,4.25,5,1,3.66666666666667,4
"EMP0036","Client Operations","Customer Support","Senior Professional","People Manager","On-site","Northeast",2024-08-12,1.17,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.53,TRUE,2,1,1,1,3,1,NA,4,1,1,2,3,1,3,2,1,2,4,4,3,2,2,3,2,3,2,5,26,0.962962962962963,TRUE,"Clearer communication about organizational priorities would be helpful.",1.25,2.66666666666667,1.75,1.75,3.25,2.25,2.5
"EMP0037","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Midwest",2025-08-07,0.19,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.49,TRUE,5,4,3,5,1,2,2,1,1,2,1,3,3,1,5,5,1,1,NA,1,3,1,1,2,2,NA,2,25,0.925925925925926,TRUE,"Clearer communication about organizational priorities would be helpful.",4.25,1.5,1.75,3.5,1,1.75,NA
"EMP0038","Client Operations","Customer Support","Senior Professional","Individual Contributor","Hybrid","Midwest",2020-08-18,5.16,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.6,TRUE,2,2,1,2,NA,1,1,2,2,2,2,1,2,1,2,3,4,NA,2,1,3,2,4,2,2,2,1,25,0.925925925925926,TRUE,"More opportunities to collaborate across teams would improve my experiences.",1.75,1.33333333333333,1.75,2,2.33333333333333,2.75,2
"EMP0039","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","South",2023-08-25,2.14,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.56,TRUE,2,3,3,2,NA,4,5,2,5,4,3,2,1,1,1,1,4,2,2,1,3,3,2,3,3,NA,1,25,0.925925925925926,TRUE,"More consistent feedback from managers would be helpful.",2.5,3.66666666666667,3.5,1,2.25,2.75,NA
"EMP0039","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","South",2023-08-25,2.14,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.56,TRUE,2,1,1,1,4,2,3,5,2,3,2,3,1,2,1,4,4,4,4,4,2,4,2,4,4,3,3,27,1,TRUE,"I would like clearer information about career growth opportunities.",1.25,3.5,2.5,2,4,3,3.5
"EMP0040","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Midwest",2021-02-10,4.68,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,4,NA,2,4,2,3,2,3,3,4,4,3,1,3,4,2,3,4,3,4,4,3,1,2,2,4,2,26,0.962962962962963,TRUE,"Clearer communication about organizational priorities would be helpful.",3.33333333333333,2.5,3.5,2.5,3.5,2.5,3
"EMP0040","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Midwest",2021-02-10,4.68,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,2,4,3,3,1,1,1,3,3,4,4,5,5,5,5,4,3,1,1,1,2,4,4,4,2,4,4,27,1,TRUE,"I would like clearer information about career growth opportunities.",3,1.5,4,4.75,1.5,3.5,3
"EMP0041","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2022-01-29,3.71,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,5,3,4,5,2,2,3,1,4,3,2,2,4,4,5,5,3,4,4,2,3,5,NA,4,4,3,4,26,0.962962962962963,TRUE,"No major changes are needed at this time.",4.25,2,2.75,4.5,3.25,4,3.5
"EMP0042","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","Northeast",2024-02-02,1.7,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.58,TRUE,4,5,5,5,5,4,2,4,4,2,1,3,5,5,4,4,5,5,4,5,1,3,2,NA,4,5,5,26,0.962962962962963,TRUE,"No major changes are needed at this time.",4.75,3.75,2.5,4.5,4.75,2,4.5
"EMP0044","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2023-05-12,2.43,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.53,TRUE,4,3,5,4,3,3,4,1,3,1,2,2,2,4,3,2,3,5,5,5,3,5,3,4,5,5,2,27,1,TRUE,"Clearer communication about organizational priorities would be helpful.",4,2.75,2,2.75,4.5,3.75,5
"EMP0044","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2023-05-12,2.43,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.53,TRUE,5,5,5,4,4,3,4,4,NA,5,5,5,4,2,2,4,4,5,4,5,3,5,5,4,4,5,2,26,0.962962962962963,TRUE,NA,4.75,3.75,5,3,4.5,4.25,4.5
"EMP0045","Client Operations","Customer Support","Senior Professional","Individual Contributor","Remote","Midwest",2021-09-04,4.11,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.58,TRUE,1,2,1,2,1,1,1,1,1,3,1,1,2,2,2,1,4,5,1,3,1,2,1,1,1,1,2,27,1,TRUE,NA,1.5,1,1.5,1.75,3.25,1.25,1
"EMP0046","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2021-08-23,4.15,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,2,1,1,1,2,2,2,1,1,2,2,2,3,2,2,4,3,2,4,3,1,1,1,1,1,2,1,27,1,TRUE,"I would like more recognition for good work.",1.25,1.75,1.75,2.75,3,1,1.5
"EMP0047","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2022-03-23,3.56,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,5,5,5,4,5,4,5,5,2,5,4,3,2,1,2,3,5,4,2,5,2,NA,4,4,5,5,5,26,0.962962962962963,TRUE,NA,4.75,4.75,3.5,2,4,3.33333333333333,5
"EMP0047","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2022-03-23,3.56,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,2,2,4,4,2,2,5,4,4,4,4,4,4,5,5,2,3,4,3,5,1,2,1,1,4,3,3,27,1,TRUE,"I would like more recognition for good work.",3,3.25,4,4,3.75,1.25,3.5
"EMP0048","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2023-07-23,2.23,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.53,TRUE,2,4,3,4,5,5,4,4,4,2,4,2,2,3,3,3,5,3,2,4,3,5,2,NA,5,NA,1,25,0.925925925925926,TRUE,NA,3.25,4.5,3,2.75,3.5,3.33333333333333,NA
"EMP0049","Client Operations","Customer Support","Professional","Individual Contributor","On-site","South",2021-12-05,3.86,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,2,NA,2,2,4,2,2,2,2,1,3,2,5,4,4,5,2,5,3,1,2,2,2,1,2,1,4,26,0.962962962962963,TRUE,"More consistent feedback from managers would be helpful.",2,2.5,2,4.5,2.75,1.75,1.5
"EMP0053","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","Northeast",2025-08-10,0.18,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.52,TRUE,4,3,2,2,2,2,4,2,2,5,4,5,5,2,2,4,2,2,4,2,5,5,4,3,2,4,2,27,1,TRUE,"More consistent feedback from managers would be helpful.",2.75,2.5,4,3.25,2.5,4.25,3
"EMP0054","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Midwest",2020-10-06,5.02,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,1,2,4,2,4,3,4,4,2,3,NA,1,5,3,3,4,3,1,4,1,4,4,4,4,4,1,3,26,0.962962962962963,TRUE,"I would like more recognition for good work.",2.25,3.75,2,3.75,2.25,4,2.5
"EMP0055","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","South",2017-08-28,8.13,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.6,TRUE,1,1,1,1,NA,2,3,1,5,4,5,4,1,2,1,2,5,3,4,4,3,5,2,5,2,3,5,26,0.962962962962963,TRUE,"More opportunities for professional development would improve my experience.",1,2,4.5,1.5,4,3.75,2.5
"EMP0057","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","West",2020-12-24,4.81,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,3,3,4,3,2,3,1,5,2,4,5,4,4,4,3,5,3,3,2,2,1,2,2,2,3,2,2,27,1,TRUE,"More consistent feedback from managers would be helpful.",3.25,2.75,3.75,4,2.5,1.75,2.5
"EMP0057","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","West",2020-12-24,4.81,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,3,1,2,NA,3,4,4,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,4,1,4,2,26,0.962962962962963,TRUE,"I would like more recognition for good work.",2,3.25,1.5,1.5,1.75,2.25,2.5
"EMP0058","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","South",2024-12-12,0.84,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.49,TRUE,4,3,5,2,3,5,5,3,5,2,2,4,3,2,2,4,4,3,5,1,2,2,3,5,3,2,4,27,1,TRUE,"More consistent feedback from managers would be helpful.",3.5,4,3.25,2.75,3.25,3,2.5
"EMP0060","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Midwest",2022-11-15,2.92,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.53,TRUE,1,1,3,1,3,2,2,2,1,4,2,2,NA,1,2,NA,1,4,1,4,1,1,1,1,1,1,1,25,0.925925925925926,TRUE,NA,1.5,2.25,2.25,1.5,2.5,1,1
"EMP0061","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2019-05-07,6.44,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,5,5,2,5,5,4,2,5,5,3,3,NA,3,5,3,5,4,4,4,2,5,5,5,3,5,5,5,26,0.962962962962963,TRUE,"I would like clearer information about career growth opportunities.",4.25,4,3.66666666666667,4,3.5,4.5,5
"EMP0062","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2020-09-05,5.11,"3-5 years",2025-10-23,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,4,5,5,4,4,5,5,5,4,3,1,1,1,1,1,3,3,1,2,3,3,3,2,1,2,4,2,27,1,TRUE,"More opportunities for professional development would improve my experience.",4.5,4.75,2.25,1.5,2.25,2.25,3
"EMP0063","Client Operations","Customer Support","Professional","Individual Contributor","On-site","South",2024-06-07,1.36,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.53,TRUE,1,1,1,2,5,4,4,2,2,1,2,4,NA,2,4,4,1,4,4,1,5,2,NA,3,4,1,4,25,0.925925925925926,TRUE,"I would like more recognition for good work.",1.25,3.75,2.25,3.33333333333333,2.5,3.33333333333333,2.5
"EMP0064","Client Operations","Customer Support","Professional","People Manager","On-site","Northeast",2020-01-23,5.73,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.55,TRUE,4,5,1,4,1,2,1,2,5,NA,4,5,4,3,3,2,4,4,2,3,1,3,2,1,3,2,NA,25,0.925925925925926,TRUE,"No major changes are needed at this time.",3.5,1.5,4.66666666666667,3,3.25,1.75,2.5
"EMP0064","Client Operations","Customer Support","Professional","People Manager","On-site","Northeast",2020-01-23,5.73,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.55,TRUE,4,NA,4,5,1,2,2,2,2,1,1,1,5,5,5,5,1,2,1,1,1,2,2,2,2,3,2,26,0.962962962962963,TRUE,NA,4.33333333333333,1.75,1.25,5,1.25,1.75,2.5
"EMP0065","Client Operations","Customer Support","Professional","Individual Contributor","On-site","South",2025-08-19,0.16,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.49,TRUE,2,4,5,3,4,NA,4,4,5,5,4,4,3,1,4,2,5,5,2,5,2,4,4,1,4,5,3,26,0.962962962962963,TRUE,"More opportunities to collaborate across teams would improve my experiences.",3.5,4,4.5,2.5,4.25,2.75,4.5
"EMP0066","Client Operations","Customer Support","Manager","People Manager","Hybrid","Midwest",2024-09-27,1.05,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.58,TRUE,2,1,4,2,4,3,4,3,4,4,2,4,4,2,3,4,2,5,1,5,4,5,2,5,3,4,4,27,1,TRUE,"No major changes are needed at this time.",2.25,3.5,3.5,3.25,3.25,4,3.5
"EMP0067","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","South",2025-08-09,0.18,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.49,TRUE,2,NA,3,4,4,2,4,4,3,3,5,4,5,5,3,4,5,5,5,2,2,4,4,5,4,4,1,26,0.962962962962963,TRUE,"No major changes are needed at this time.",3,3.5,3.75,4.25,4.25,3.75,4
"EMP0069","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Midwest",2025-08-21,0.15,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.49,TRUE,4,5,3,5,4,2,2,2,5,5,4,2,3,5,5,5,4,NA,5,5,5,5,4,5,5,3,5,26,0.962962962962963,TRUE,"More consistent feedback from managers would be helpful.",4.25,2.5,4,4.5,4.66666666666667,4.75,4
"EMP0070","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","Midwest",2024-02-27,1.63,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.56,TRUE,4,4,2,4,4,5,3,1,3,1,4,3,NA,2,4,4,1,1,1,1,2,4,4,1,3,4,2,26,0.962962962962963,TRUE,"Clearer communication about organizational priorities would be helpful.",3.5,3.25,2.75,3.33333333333333,1,2.75,3.5
